country,year,population,gdp,primary_energy_consumption
Thailand,2013,68144519,9.67124E+11,1375.317
Thailand,2014,68438748,9.75956E+11,1413.11
Thailand,2015,68714519,1.00462E+12,1457.139
Thailand,2016,68971313,1.03707E+12,1488.844
Thailand,2017,69209817,1.07923E+12,1514.102
Thailand,2018,69428454,1.12403E+12,1555.568
Thailand,2019,69625581,1.12403E+12,1559.519
Thailand,2020,69799978,1.12403E+12,1559.519
Tunisia,1991,8427851,45587126727,47.77
Tunisia,1992,8613855,49384854645,55.217
Tunisia,1993,8795934,50757979887,63.005
Tunisia,1994,8967916,52754300937,68.425
Tunisia,1995,9125400,54252469102,61.749
Tunisia,1996,9267335,58083460547,66.243
Tunisia,1997,9395119,61515622909,77.287
Tunisia,1998,9509862,64700511001,83.731
Tunisia,1999,9613587,68718192868,83.678
Tunisia,2000,9708347,71818829173,88.213
Tunisia,2001,9793915,75444600357,98.091
Tunisia,2002,9871261,76877553323,97.367
Tunisia,2003,9945282,81240034990,96.084
Tunisia,2004,10022278,86232259731,98.272
Tunisia,2005,10106778,89804311352,106.741
Tunisia,2006,10201211,95016261292,100.727
Tunisia,2007,10304729,1.01102E+11,89.786
Tunisia,2008,10414425,1.05766E+11,103.828
Tunisia,2009,10525691,1.093E+11,86.545
Tunisia,2010,10635245,1.12485E+11,88.83
Tunisia,2011,10741872,1.1076E+11,84.807
Tunisia,2012,10846993,1.15305E+11,93.216
Tunisia,2013,10952949,1.18417E+11,98.738
Tunisia,2014,11063195,1.21401E+11,108.848
Tunisia,2015,11179951,1.2304E+11,112.028
Tunisia,2016,11303942,1.24552E+11,115.572
Tunisia,2017,11433438,1.2694E+11,115.572
Tunisia,2018,11565203,1.30322E+11,115.572
Tunisia,2019,11694721,1.30322E+11,115.572
Tunisia,2020,11818618,1.30322E+11,115.572
Turkey,1991,54840595,4.99938E+11,569.635
Turkey,1992,55748946,5.38702E+11,598.515
Turkey,1993,56653808,5.91946E+11,649.563
Turkey,1994,57564209,5.69083E+11,629.441
Turkey,1995,58486453,6.20397E+11,704.11
Turkey,1996,59423278,6.75112E+11,767.776
Turkey,1997,60372571,7.38355E+11,803.522
Turkey,1998,61329665,7.73999E+11,823.794
Turkey,1999,62287391,7.45796E+11,803.333
Turkey,2000,63240196,8.07551E+11,859.066
Turkey,2001,64192243,7.53327E+11,781.26
Turkey,2002,65145357,8.18938E+11,853.602
Turkey,2003,66089402,8.72922E+11,904.027
Turkey,2004,67010929,9.57901E+11,966.679
Turkey,2005,67903461,1.04662E+12,989.854
Turkey,2006,68756809,1.12834E+12,1098.146
Turkey,2007,69581854,1.19169E+12,1168.093
Turkey,2008,70418612,1.21376E+12,1172.452
Turkey,2009,71321406,1.15502E+12,1187.766
Turkey,2010,72326992,1.27614E+12,1250.386
Turkey,2011,73443254,1.40399E+12,1336.188
Turkey,2012,74651046,1.44192E+12,1418.392
Turkey,2013,75925454,1.51023E+12,1407.454
Turkey,2014,77229262,1.57059E+12,1453.267
Turkey,2015,78529413,1.63784E+12,1589.786
Turkey,2016,79827868,1.4985E+12,1669.653
Turkey,2017,81116451,1.61046E+12,1770.183
Turkey,2018,82340090,1.65598E+12,1746.959
Turkey,2019,83429607,1.65598E+12,1802.849
Turkey,2020,84339067,1.65598E+12,1802.849
Turkmenistan,1991,3789188,20437995416,155.99
Turkmenistan,1992,3899843,17569984855,148.971
Turkmenistan,1993,4010789,18037533422,122.292
Turkmenistan,1994,4115104,15091298497,130.453
Turkmenistan,1995,4207841,14166410973,107.379
Turkmenistan,1996,4287337,13366638480,156.409
Turkmenistan,1997,4355125,11996056999,119.769
Turkmenistan,1998,4413477,12945862636,149.135
Turkmenistan,1999,4466133,15251960025,142.356
Turkmenistan,2000,4516128,18299171163,119.82
Turkmenistan,2001,4564087,22282607700,151.237
Turkmenistan,2002,4610018,26092256279,127.565
Turkmenistan,2003,4655752,30907438344,176.118
Turkmenistan,2004,4703396,35857411890,174.406
Turkmenistan,2005,4754652,41000560326,176.6
Turkmenistan,2006,4810114,46020565989,178.462
Turkmenistan,2007,4870142,51695423432,173.172
Turkmenistan,2008,4935765,60005172197,142.055
Turkmenistan,2009,5007953,64415942060,231.601
Turkmenistan,2010,5087211,71126121213,249.566
Turkmenistan,2011,5174076,82538330077,276.998
Turkmenistan,2012,5267906,91657729539,301.965
Turkmenistan,2013,5366376,1.00975E+11,268.245
Turkmenistan,2014,5466324,1.11421E+11,278.038
Turkmenistan,2015,5565283,1.18608E+11,332.822
Turkmenistan,2016,5662371,1.25986E+11,329.54
Turkmenistan,2017,5757667,1.34138E+11,326.102
Turkmenistan,2018,5850902,1.42391E+11,365.071
Turkmenistan,2019,5942094,1.42391E+11,402.026
Turkmenistan,2020,6031187,1.42391E+11,402.026
Ukraine,1991,51461273,4.60353E+11,2935.947
Ukraine,1992,51415957,4.2171E+11,2558.225
Ukraine,1993,51316013,3.67894E+11,2166.043
Ukraine,1994,51147771,2.88419E+11,1831.215
Ukraine,1995,50903783,2.57478E+11,1764.668
Ukraine,1996,50580467,2.35603E+11,1699.002
Ukraine,1997,50187280,2.32333E+11,1603.476
Ukraine,1998,49746523,2.31737E+11,1568.749
Ukraine,1999,49288739,2.35148E+11,1576.251
Ukraine,2000,48838058,2.53196E+11,1581.464
Ukraine,2001,48401648,2.8111E+11,1560.547
Ukraine,2002,47980033,3.01087E+11,1546.918
Ukraine,2003,47582463,3.35257E+11,1584.599
Ukraine,2004,47217489,3.81078E+11,1586.006
Ukraine,2005,46890775,3.99366E+11,1592.879
Ukraine,2006,46607397,4.36787E+11,1614.589
Ukraine,2007,46366347,4.80581E+11,1605.018
Ukraine,2008,46158709,4.99592E+11,1553.455
Ukraine,2009,45970942,4.31074E+11,1318.582
Ukraine,2010,45792086,4.3943E+11,1410.535
Ukraine,2011,45619850,4.71221E+11,1465.132
Ukraine,2012,45453805,4.72339E+11,1428.359
Ukraine,2013,45286988,4.72223E+11,1354.835
Ukraine,2014,45111530,4.41259E+11,1191.367
Ukraine,2015,44921636,3.98132E+11,986.319
Ukraine,2016,44713708,4.07348E+11,1033.878
Ukraine,2017,44487708,4.17634E+11,960.099
Ukraine,2018,44246158,4.3132E+11,984.014
Ukraine,2019,43993643,4.3132E+11,945.925
Ukraine,2020,43733759,4.3132E+11,945.925
United Arab Emirates,1991,1937159,55476447166,422.981
United Arab Emirates,1992,2052891,55476447166,408.862
United Arab Emirates,1993,2173135,55476447166,425.592
United Arab Emirates,1994,2294377,64932858278,466.974
United Arab Emirates,1995,2415099,75357174793,487.283
United Arab Emirates,1996,2539121,86335655887,502.256
United Arab Emirates,1997,2671361,1.0184E+11,524.36
United Arab Emirates,1998,2813214,1.11461E+11,536.715
United Arab Emirates,1999,2966029,1.25528E+11,541.07
United Arab Emirates,2000,3134067,1.53035E+11,538.872
United Arab Emirates,2001,3302722,1.69106E+11,544.822
United Arab Emirates,2002,3478769,1.87899E+11,595.384
United Arab Emirates,2003,3711931,2.21795E+11,634.856
United Arab Emirates,2004,4068577,2.63839E+11,678.863
United Arab Emirates,2005,4588222,3.00624E+11,708.238
United Arab Emirates,2006,5300172,3.59087E+11,745.1
United Arab Emirates,2007,6168846,4.03039E+11,821.843
United Arab Emirates,2008,7089486,4.52209E+11,941.835
United Arab Emirates,2009,7917368,4.65465E+11,929.898
United Arab Emirates,2010,8549998,5.13347E+11,974.42
United Arab Emirates,2011,8946778,5.8359E+11,1027.714
United Arab Emirates,2012,9141598,6.23215E+11,1079.257
United Arab Emirates,2013,9197908,6.50352E+11,1137.393
United Arab Emirates,2014,9214182,6.6816E+11,1132.282
United Arab Emirates,2015,9262896,6.91538E+11,1245.817
United Arab Emirates,2016,9360975,7.09426E+11,1293.926
United Arab Emirates,2017,9487206,7.26265E+11,1309.913
United Arab Emirates,2018,9630966,7.34906E+11,1333.491
United Arab Emirates,2019,9770526,7.34906E+11,1341.732
United Arab Emirates,2020,9890400,7.34906E+11,1341.732
United Kingdom,1991,57290792,1.48746E+12,2555.905
United Kingdom,1992,57446041,1.49138E+12,2539.389
United Kingdom,1993,57602279,1.52738E+12,2568.083
United Kingdom,1994,57763382,1.58521E+12,2536.943
United Kingdom,1995,57932450,1.62342E+12,2545.649
United Kingdom,1996,58113554,1.66325E+12,2669.198
United Kingdom,1997,58307320,1.71366E+12,2622.356
United Kingdom,1998,58509972,1.76669E+12,2650.046
United Kingdom,1999,58715859,1.82299E+12,2636.633
United Kingdom,2000,58923305,1.88946E+12,2659.165
United Kingdom,2001,59124277,1.93916E+12,2688.555
United Kingdom,2002,59326294,1.98381E+12,2628.149
United Kingdom,2003,59561429,2.05065E+12,2665.405
United Kingdom,2004,59872760,2.1005E+12,2679.594
United Kingdom,2005,60287953,2.16095E+12,2708.794
United Kingdom,2006,60821349,2.21297E+12,2675.684
United Kingdom,2007,61455154,2.26738E+12,2596.369
United Kingdom,2008,62145098,2.25104E+12,2549.389
United Kingdom,2009,62828620,2.15165E+12,2423.059
United Kingdom,2010,63459801,2.19078E+12,2482.843
United Kingdom,2011,64021922,2.22172E+12,2347.197
United Kingdom,2012,64525300,2.25091E+12,2376.004
United Kingdom,2013,64984015,2.29392E+12,2364.442
United Kingdom,2014,65423048,2.36395E+12,2227.917
United Kingdom,2015,65860149,2.41578E+12,2252.941
United Kingdom,2016,66297944,2.46006E+12,2226.11
United Kingdom,2017,66727463,2.5066E+12,2219.816
United Kingdom,2018,67141678,2.54021E+12,2212.342
United Kingdom,2019,67530161,2.54021E+12,2177.825
United Kingdom,2020,67886004,2.54021E+12,2177.825
United States,1991,254539371,9.2435E+12,22466.677
United States,1992,256990608,9.57215E+12,22803.378
United States,1993,259532130,9.83494E+12,23279.396
United States,1994,262241204,1.0232E+13,23712.755
United States,1995,265163740,1.05103E+13,24222.295
United States,1996,268335007,1.09092E+13,25035.434
United States,1997,271713634,1.13988E+13,25225.64
United States,1998,275175309,1.1906E+13,25391.342
United States,1999,278548148,1.24638E+13,25840.805
United States,2000,281710914,1.29738E+13,26427.463
United States,2001,284607992,1.31005E+13,25804.055
United States,2002,287279312,1.33345E+13,26177.526
United States,2003,289815567,1.37088E+13,26259.752
United States,2004,292354663,1.42279E+13,26776.886
United States,2005,294993509,1.47037E+13,26788.164
United States,2006,297758977,1.50959E+13,26571.789
United States,2007,300608425,1.53645E+13,26943.482
United States,2008,303486022,1.53197E+13,26277.996
United States,2009,306307565,1.48943E+13,24978.914
United States,2010,309011469,1.52706E+13,25825.74
United States,2011,311584051,1.55093E+13,25580.121
United States,2012,314043885,1.58496E+13,24913.288
United States,2013,316400539,1.61084E+13,25582.098
United States,2014,318673422,1.64827E+13,25848.401
United States,2015,320878312,1.69026E+13,25596.966
United States,2016,323015992,1.71626E+13,25560.52
United States,2017,325084758,1.75963E+13,25647.389
United States,2018,327096263,1.81406E+13,26556.388
United States,2019,329064917,1.81406E+13,26291.355
United States,2020,331002647,1.81406E+13,26291.355
Uruguay,1991,3131657,33068813241,35.569
Uruguay,1992,3154459,35598159323,42.413
Uruguay,1993,3177734,36471104061,42.365
Uruguay,1994,3201149,39036334969,41.246
Uruguay,1995,3224275,38399530035,35.267
Uruguay,1996,3247383,40381658058,37.003
Uruguay,1997,3270158,42411769792,40.681
Uruguay,1998,3291053,44280103945,52.803
Uruguay,1999,3308005,43167539132,45.233
Uruguay,2000,3319734,42357431950,46.783
Uruguay,2001,3325471,40598153396,52.137
Uruguay,2002,3326046,37250879322,47.339
Uruguay,2003,3323661,37483124542,46.725
Uruguay,2004,3321486,39270181833,42.555
Uruguay,2005,3321799,41988069567,47.54
Uruguay,2006,3325403,43607980658,41.467
Uruguay,2007,3331753,46196532743,52.498
Uruguay,2008,3340221,49262288253,54.755
Uruguay,2009,3349676,50283110033,57.36
Uruguay,2010,3359273,54626336778,61.102
Uruguay,2011,3368926,57402508234,59.114
Uruguay,2012,3378975,59760862310,59.47
Uruguay,2013,3389436,62296861998,62.94
Uruguay,2014,3400439,64374845788,65.756
Uruguay,2015,3412013,64830134197,67.251
Uruguay,2016,3424139,65763795576,69.18
Uruguay,2017,3436645,67467735525,69.18
Uruguay,2018,3449290,68560712984,69.18
Uruguay,2019,3461731,68560712984,69.18
Uruguay,2020,3473727,68560712984,69.18
Uzbekistan,1991,20884862,1.36578E+11,514.166
Uzbekistan,1992,21375114,1.19511E+11,488.993
Uzbekistan,1993,21861974,1.14918E+11,526.4
Uzbekistan,1994,22336202,1.07242E+11,517.082
Uzbekistan,1995,22791033,1.04616E+11,507.293
Uzbekistan,1996,23225303,1.04748E+11,523.299
Uzbekistan,1997,23640487,1.08487E+11,517.952
Uzbekistan,1998,24036017,1.11389E+11,518.415
Uzbekistan,1999,24412051,1.14383E+11,585.722
Uzbekistan,2000,24769955,1.16876E+11,595.092
Uzbekistan,2001,25108554,1.1989E+11,596.58
Uzbekistan,2002,25431116,1.22758E+11,610.36
Uzbekistan,2003,25749109,1.25924E+11,567.112
Uzbekistan,2004,26077614,1.33131E+11,574.082
Uzbekistan,2005,26427785,1.40236E+11,558.444
Uzbekistan,2006,26804067,1.48398E+11,519.675
Uzbekistan,2007,27204711,1.59983E+11,551.477
Uzbekistan,2008,27626981,1.71678E+11,518.803
Uzbekistan,2009,28065469,1.82698E+11,520.867
Uzbekistan,2010,28515908,1.95138E+11,517.172
Uzbekistan,2011,28977006,2.08038E+11,541.973
Uzbekistan,2012,29449415,2.25107E+11,528.729
Uzbekistan,2013,29932630,2.43106E+11,530.85
Uzbekistan,2014,30426394,2.62825E+11,551.604
Uzbekistan,2015,30929556,2.83821E+11,525.034
Uzbekistan,2016,31441753,3.05963E+11,494.754
Uzbekistan,2017,31959774,3.19616E+11,496.717
Uzbekistan,2018,32476232,3.36875E+11,508.011
Uzbekistan,2019,32981714,3.36875E+11,495.469
Uzbekistan,2020,33469199,3.36875E+11,495.469
Venezuela,1991,20096314,2.82136E+11,599.659
Venezuela,1992,20557694,3.0107E+11,649.144
Venezuela,1993,21016900,3.03296E+11,642.149
Venezuela,1994,21474553,2.97781E+11,697.138
Venezuela,1995,21931087,3.10739E+11,718.177
Venezuela,1996,22385650,3.11746E+11,699.213
Venezuela,1997,22837743,3.33065E+11,739.093
Venezuela,1998,23288567,3.35829E+11,784.35
Venezuela,1999,23739835,3.17197E+11,756.499
Venezuela,2000,24192449,3.30514E+11,771.513
Venezuela,2001,24646471,3.43646E+11,817.775
Venezuela,2002,25100407,3.14346E+11,815.99
Venezuela,2003,25551624,2.91683E+11,732.703
Venezuela,2004,25996594,3.46769E+11,816.567
Venezuela,2005,26432445,3.84107E+11,852.056
Venezuela,2006,26850190,4.24503E+11,947.224
Venezuela,2007,27247601,4.62973E+11,952.942
Venezuela,2008,27635827,4.89025E+11,984.901
Venezuela,2009,28031010,4.75066E+11,980.649
Venezuela,2010,28439942,4.78283E+11,924.642
Venezuela,2011,28887873,5.03383E+11,966.81
Venezuela,2012,29360827,5.33462E+11,1006.45
Venezuela,2013,29781046,6.24601E+11,981.518
Venezuela,2014,30042973,5.98398E+11,948.544
Venezuela,2015,30081827,5.58924E+11,915.161
Venezuela,2016,29851249,4.56477E+11,830.392
Venezuela,2017,29402480,3.84943E+11,793.111
Venezuela,2018,28887117,3.09413E+11,681.688
Venezuela,2019,28515829,3.09413E+11,618.567
Venezuela,2020,28435943,3.09413E+11,618.567
Vietnam,1991,69436956,1.15915E+11,77.013
Vietnam,1992,70883488,1.25496E+11,84.079
Vietnam,1993,72300308,1.35125E+11,95.997
Vietnam,1994,73651220,1.46504E+11,107.193
Vietnam,1995,74910462,1.5995E+11,124.422
Vietnam,1996,76068739,1.74168E+11,142.772
Vietnam,1997,77133212,1.87681E+11,165.042
Vietnam,1998,78115712,1.97798E+11,178.54
Vietnam,1999,79035871,2.06475E+11,184.159
Vietnam,2000,79910411,2.19649E+11,209.652
Vietnam,2001,80742500,2.33951E+11,236.761
Vietnam,2002,81534406,2.4961E+11,259.304
Vietnam,2003,82301650,2.66927E+11,279.898
Vietnam,2004,83062819,2.86643E+11,342.424
Vietnam,2005,83832662,3.07221E+11,362.478
Vietnam,2006,84617545,3.27378E+11,331.297
Vietnam,2007,85419588,3.49424E+11,361.868
Vietnam,2008,86243424,3.679E+11,449.443
Vietnam,2009,87092250,3.86341E+11,457.42
Vietnam,2010,87967655,4.09655E+11,520.243
Vietnam,2011,88871384,4.33528E+11,592.109
Vietnam,2012,89801926,4.56299E+11,621.442
Vietnam,2013,90752593,4.81061E+11,663.016
Vietnam,2014,91713850,5.09802E+11,725.602
Vietnam,2015,92677082,5.43931E+11,804.326
Vietnam,2016,93640435,5.77683E+11,864.015
Vietnam,2017,94600643,6.17775E+11,921.514
Vietnam,2018,95545959,6.61488E+11,1033.651
Vietnam,2019,96462108,6.61488E+11,1144.207
Vietnam,2020,97338583,6.61488E+11,1144.207
Yemen,1991,12302127,47765820944,48.744
Yemen,1992,12954157,51640716837,51.094
Yemen,1993,13634082,53666274875,42.099
Yemen,1994,14297617,57229026159,39.869
Yemen,1995,14913313,60456441612,44.21
Yemen,1996,15469274,63239236258,44.473
Yemen,1997,15975676,66530842629,45.885
Yemen,1998,16450306,70538957488,49.682
Yemen,1999,16921157,73205064280,37.303
Yemen,2000,17409071,77750417300,60.187
Yemen,2001,17918369,80726595185,64.766
Yemen,2002,18443684,83935450331,65.334
Yemen,2003,18985001,87091592173,74.907
Yemen,2004,19540096,90567987007,79.089
Yemen,2005,20107416,95631915856,83.354
Yemen,2006,20687648,98647678980,83.283
Yemen,2007,21282514,1.0191E+11,88.427
Yemen,2008,21892149,1.05592E+11,92.854
Yemen,2009,22516464,1.09667E+11,102.866
Yemen,2010,23154854,1.18148E+11,99.821
Yemen,2011,23807586,1.03194E+11,83.875
Yemen,2012,24473176,1.05793E+11,72.679
Yemen,2013,25147112,1.11053E+11,99.364
Yemen,2014,25823488,1.11001E+11,93.789
Yemen,2015,26497881,79904039493,73.622
Yemen,2016,27168210,72188817350,68.604
Yemen,2017,27834811,68527399314,68.604
Yemen,2018,28498683,69042726810,68.604
Yemen,2019,29161922,69042726810,68.604
Yemen,2020,29825968,69042726810,68.604
